Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R107661,C57661,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R107662,C57662,Claim,4,Positive,I'm happy with the insurance product and services.
R107663,C57663,Customer Support,3,Neutral,Communication was average.
R107664,C57664,Customer Support,2,Negative,Unfriendly staff and long hold times.
R107665,C57665,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R107666,C57666,Customer Support,3,Neutral,"It worked as expected, no major issues."
R107667,C57667,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R107668,C57668,Claim,1,Negative,I had a frustrating experience with customer care.
R107669,C57669,Customer Support,4,Positive,Exceptional support and very friendly team.
R107670,C57670,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R107671,C57671,Customer Support,1,Negative,Unfriendly staff and long hold times.
R107672,C57672,Claim,3,Neutral,"Not bad, but could be more responsive."
R107673,C57673,Customer Support,2,Negative,The policy terms were misleading and confusing.
R107674,C57674,Customer Support,1,Negative,Unfriendly staff and long hold times.
R107675,C57675,Claim,2,Negative,Very poor service. No response for days.
R107676,C57676,Claim,3,Neutral,"It worked as expected, no major issues."
R107677,C57677,Claim,5,Positive,I'm happy with the insurance product and services.
R107678,C57678,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107679,C57679,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R107680,C57680,Claim,5,Positive,I'm happy with the insurance product and services.
R107681,C57681,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R107682,C57682,Claim,3,Neutral,"Service was okay, nothing special."
R107683,C57683,Customer Support,2,Negative,The policy terms were misleading and confusing.
R107684,C57684,Customer Support,2,Negative,I had a frustrating experience with customer care.
R107685,C57685,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107686,C57686,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R107687,C57687,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107688,C57688,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R107689,C57689,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R107690,C57690,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107691,C57691,Claim,1,Negative,Very poor service. No response for days.
R107692,C57692,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R107693,C57693,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R107694,C57694,Customer Support,5,Positive,I'm happy with the insurance product and services.
R107695,C57695,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R107696,C57696,Claim,1,Negative,The policy terms were misleading and confusing.
R107697,C57697,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107698,C57698,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R107699,C57699,Claim,2,Negative,I had a frustrating experience with customer care.
R107700,C57700,Claim,1,Negative,The policy terms were misleading and confusing.
R107701,C57701,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107702,C57702,Customer Support,5,Positive,I'm happy with the insurance product and services.
R107703,C57703,Claim,4,Positive,Quick claim settlement. Totally impressed!
R107704,C57704,Claim,2,Negative,Unfriendly staff and long hold times.
R107705,C57705,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R107706,C57706,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107707,C57707,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R107708,C57708,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107709,C57709,Customer Support,3,Neutral,"It worked as expected, no major issues."
R107710,C57710,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107711,C57711,Policy Purchase,2,Negative,Very poor service. No response for days.
R107712,C57712,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R107713,C57713,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107714,C57714,Claim,4,Positive,Quick claim settlement. Totally impressed!
R107715,C57715,Claim,3,Neutral,"Service was okay, nothing special."
R107716,C57716,Customer Support,2,Negative,The policy terms were misleading and confusing.
R107717,C57717,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107718,C57718,Customer Support,2,Negative,Very poor service. No response for days.
R107719,C57719,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R107720,C57720,Claim,1,Negative,Unfriendly staff and long hold times.
R107721,C57721,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R107722,C57722,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107723,C57723,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R107724,C57724,Claim,5,Positive,Quick claim settlement. Totally impressed!
R107725,C57725,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107726,C57726,Claim,4,Positive,Exceptional support and very friendly team.
R107727,C57727,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107728,C57728,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R107729,C57729,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107730,C57730,Customer Support,2,Negative,Unfriendly staff and long hold times.
R107731,C57731,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107732,C57732,Claim,1,Negative,The policy terms were misleading and confusing.
R107733,C57733,Claim,1,Negative,I had a frustrating experience with customer care.
R107734,C57734,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R107735,C57735,Customer Support,5,Positive,Exceptional support and very friendly team.
R107736,C57736,Customer Support,2,Negative,Very poor service. No response for days.
R107737,C57737,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R107738,C57738,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R107739,C57739,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107740,C57740,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107741,C57741,Claim,1,Negative,I had a frustrating experience with customer care.
R107742,C57742,Claim,1,Negative,I had a frustrating experience with customer care.
R107743,C57743,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R107744,C57744,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107745,C57745,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107746,C57746,Claim,2,Negative,Very poor service. No response for days.
R107747,C57747,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107748,C57748,Customer Support,1,Negative,Very poor service. No response for days.
R107749,C57749,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R107750,C57750,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107751,C57751,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R107752,C57752,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107753,C57753,Claim,3,Neutral,"Not bad, but could be more responsive."
R107754,C57754,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R107755,C57755,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R107756,C57756,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107757,C57757,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R107758,C57758,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R107759,C57759,Claim,3,Neutral,"It worked as expected, no major issues."
R107760,C57760,Claim,2,Negative,The policy terms were misleading and confusing.
R107761,C57761,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R107762,C57762,Claim,4,Positive,Customer support was helpful and knowledgeable.
R107763,C57763,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R107764,C57764,Customer Support,3,Neutral,Communication was average.
R107765,C57765,Claim,4,Positive,Customer support was helpful and knowledgeable.
R107766,C57766,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107767,C57767,Claim,5,Positive,I'm happy with the insurance product and services.
R107768,C57768,Claim,1,Negative,Unfriendly staff and long hold times.
R107769,C57769,Claim,2,Negative,The policy terms were misleading and confusing.
R107770,C57770,Claim,5,Positive,I'm happy with the insurance product and services.
R107771,C57771,Claim,5,Positive,Exceptional support and very friendly team.
R107772,C57772,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107773,C57773,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R107774,C57774,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R107775,C57775,Claim,1,Negative,The policy terms were misleading and confusing.
R107776,C57776,Claim,2,Negative,Unfriendly staff and long hold times.
R107777,C57777,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107778,C57778,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107779,C57779,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R107780,C57780,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107781,C57781,Claim,2,Negative,I had a frustrating experience with customer care.
R107782,C57782,Claim,5,Positive,Quick claim settlement. Totally impressed!
R107783,C57783,Policy Purchase,2,Negative,Very poor service. No response for days.
R107784,C57784,Claim,2,Negative,The policy terms were misleading and confusing.
R107785,C57785,Customer Support,3,Neutral,"It worked as expected, no major issues."
R107786,C57786,Policy Purchase,3,Neutral,Communication was average.
R107787,C57787,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107788,C57788,Claim,3,Neutral,"It worked as expected, no major issues."
R107789,C57789,Claim,5,Positive,Quick claim settlement. Totally impressed!
R107790,C57790,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107791,C57791,Claim,4,Positive,Exceptional support and very friendly team.
R107792,C57792,Customer Support,1,Negative,Unfriendly staff and long hold times.
R107793,C57793,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R107794,C57794,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R107795,C57795,Claim,4,Positive,Quick claim settlement. Totally impressed!
R107796,C57796,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107797,C57797,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107798,C57798,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R107799,C57799,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R107800,C57800,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R107801,C57801,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R107802,C57802,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107803,C57803,Claim,3,Neutral,Communication was average.
R107804,C57804,Claim,2,Negative,Very poor service. No response for days.
R107805,C57805,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107806,C57806,Claim,4,Positive,Exceptional support and very friendly team.
R107807,C57807,Claim,5,Positive,Exceptional support and very friendly team.
R107808,C57808,Claim,5,Positive,Customer support was helpful and knowledgeable.
R107809,C57809,Claim,2,Negative,I had a frustrating experience with customer care.
R107810,C57810,Claim,5,Positive,Quick claim settlement. Totally impressed!
R107811,C57811,Claim,3,Neutral,"It worked as expected, no major issues."
R107812,C57812,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R107813,C57813,Claim,5,Positive,Customer support was helpful and knowledgeable.
R107814,C57814,Customer Support,3,Neutral,"Service was okay, nothing special."
R107815,C57815,Claim,4,Positive,I'm happy with the insurance product and services.
R107816,C57816,Claim,2,Negative,I had a frustrating experience with customer care.
R107817,C57817,Customer Support,4,Positive,Exceptional support and very friendly team.
R107818,C57818,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R107819,C57819,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R107820,C57820,Customer Support,1,Negative,Very poor service. No response for days.
R107821,C57821,Claim,2,Negative,I had a frustrating experience with customer care.
R107822,C57822,Policy Purchase,3,Neutral,Communication was average.
R107823,C57823,Customer Support,2,Negative,Unfriendly staff and long hold times.
R107824,C57824,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107825,C57825,Customer Support,2,Negative,The policy terms were misleading and confusing.
R107826,C57826,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R107827,C57827,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107828,C57828,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R107829,C57829,Customer Support,1,Negative,Very poor service. No response for days.
R107830,C57830,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107831,C57831,Claim,3,Neutral,"Service was okay, nothing special."
R107832,C57832,Customer Support,5,Positive,Exceptional support and very friendly team.
R107833,C57833,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107834,C57834,Claim,5,Positive,I'm happy with the insurance product and services.
R107835,C57835,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107836,C57836,Claim,3,Neutral,"Not bad, but could be more responsive."
R107837,C57837,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107838,C57838,Claim,3,Neutral,Communication was average.
R107839,C57839,Claim,2,Negative,Unfriendly staff and long hold times.
R107840,C57840,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107841,C57841,Customer Support,1,Negative,The policy terms were misleading and confusing.
R107842,C57842,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107843,C57843,Claim,2,Negative,The policy terms were misleading and confusing.
R107844,C57844,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R107845,C57845,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107846,C57846,Customer Support,1,Negative,The policy terms were misleading and confusing.
R107847,C57847,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R107848,C57848,Customer Support,1,Negative,Unfriendly staff and long hold times.
R107849,C57849,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R107850,C57850,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R107851,C57851,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R107852,C57852,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107853,C57853,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107854,C57854,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107855,C57855,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107856,C57856,Policy Purchase,3,Neutral,Communication was average.
R107857,C57857,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107858,C57858,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107859,C57859,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R107860,C57860,Customer Support,2,Negative,The policy terms were misleading and confusing.
R107861,C57861,Claim,3,Neutral,"Not bad, but could be more responsive."
R107862,C57862,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R107863,C57863,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107864,C57864,Claim,3,Neutral,"Service was okay, nothing special."
R107865,C57865,Customer Support,3,Neutral,"It worked as expected, no major issues."
R107866,C57866,Policy Purchase,2,Negative,Very poor service. No response for days.
R107867,C57867,Claim,3,Neutral,"It worked as expected, no major issues."
R107868,C57868,Claim,5,Positive,I'm happy with the insurance product and services.
R107869,C57869,Claim,4,Positive,Quick claim settlement. Totally impressed!
R107870,C57870,Customer Support,2,Negative,Very poor service. No response for days.
R107871,C57871,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R107872,C57872,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R107873,C57873,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R107874,C57874,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R107875,C57875,Claim,5,Positive,Exceptional support and very friendly team.
R107876,C57876,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107877,C57877,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107878,C57878,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107879,C57879,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R107880,C57880,Policy Purchase,2,Negative,Very poor service. No response for days.
R107881,C57881,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107882,C57882,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107883,C57883,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107884,C57884,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107885,C57885,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107886,C57886,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R107887,C57887,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107888,C57888,Customer Support,1,Negative,The policy terms were misleading and confusing.
R107889,C57889,Claim,3,Neutral,"It worked as expected, no major issues."
R107890,C57890,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R107891,C57891,Claim,1,Negative,Very poor service. No response for days.
R107892,C57892,Customer Support,1,Negative,Very poor service. No response for days.
R107893,C57893,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R107894,C57894,Claim,3,Neutral,Communication was average.
R107895,C57895,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107896,C57896,Customer Support,1,Negative,The policy terms were misleading and confusing.
R107897,C57897,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107898,C57898,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R107899,C57899,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107900,C57900,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R107901,C57901,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107902,C57902,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R107903,C57903,Customer Support,1,Negative,Very poor service. No response for days.
R107904,C57904,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107905,C57905,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107906,C57906,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R107907,C57907,Claim,4,Positive,Customer support was helpful and knowledgeable.
R107908,C57908,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R107909,C57909,Customer Support,1,Negative,Very poor service. No response for days.
R107910,C57910,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R107911,C57911,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107912,C57912,Customer Support,2,Negative,Unfriendly staff and long hold times.
R107913,C57913,Customer Support,1,Negative,Unfriendly staff and long hold times.
R107914,C57914,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R107915,C57915,Policy Purchase,2,Negative,Very poor service. No response for days.
R107916,C57916,Policy Purchase,3,Neutral,Communication was average.
R107917,C57917,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107918,C57918,Claim,2,Negative,I had a frustrating experience with customer care.
R107919,C57919,Customer Support,5,Positive,Exceptional support and very friendly team.
R107920,C57920,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R107921,C57921,Claim,5,Positive,Quick claim settlement. Totally impressed!
R107922,C57922,Customer Support,5,Positive,Exceptional support and very friendly team.
R107923,C57923,Claim,3,Neutral,"Not bad, but could be more responsive."
R107924,C57924,Claim,4,Positive,I'm happy with the insurance product and services.
R107925,C57925,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R107926,C57926,Customer Support,2,Negative,Very poor service. No response for days.
R107927,C57927,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R107928,C57928,Customer Support,5,Positive,Exceptional support and very friendly team.
R107929,C57929,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107930,C57930,Customer Support,2,Negative,I had a frustrating experience with customer care.
R107931,C57931,Customer Support,1,Negative,Very poor service. No response for days.
R107932,C57932,Customer Support,3,Neutral,"It worked as expected, no major issues."
R107933,C57933,Customer Support,1,Negative,I had a frustrating experience with customer care.
R107934,C57934,Claim,4,Positive,Customer support was helpful and knowledgeable.
R107935,C57935,Claim,5,Positive,I'm happy with the insurance product and services.
R107936,C57936,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107937,C57937,Customer Support,2,Negative,Unfriendly staff and long hold times.
R107938,C57938,Customer Support,2,Negative,Unfriendly staff and long hold times.
R107939,C57939,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107940,C57940,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R107941,C57941,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R107942,C57942,Claim,5,Positive,Exceptional support and very friendly team.
R107943,C57943,Claim,2,Negative,The policy terms were misleading and confusing.
R107944,C57944,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107945,C57945,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107946,C57946,Customer Support,1,Negative,Very poor service. No response for days.
R107947,C57947,Customer Support,4,Positive,I'm happy with the insurance product and services.
R107948,C57948,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R107949,C57949,Claim,5,Positive,I'm happy with the insurance product and services.
R107950,C57950,Claim,4,Positive,Exceptional support and very friendly team.
R107951,C57951,Claim,2,Negative,The policy terms were misleading and confusing.
R107952,C57952,Policy Purchase,3,Neutral,Communication was average.
R107953,C57953,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R107954,C57954,Customer Support,4,Positive,I'm happy with the insurance product and services.
R107955,C57955,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R107956,C57956,Claim,5,Positive,Customer support was helpful and knowledgeable.
R107957,C57957,Customer Support,5,Positive,I'm happy with the insurance product and services.
R107958,C57958,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R107959,C57959,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R107960,C57960,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R107961,C57961,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107962,C57962,Claim,3,Neutral,"Service was okay, nothing special."
R107963,C57963,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107964,C57964,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R107965,C57965,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R107966,C57966,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107967,C57967,Claim,5,Positive,Quick claim settlement. Totally impressed!
R107968,C57968,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R107969,C57969,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R107970,C57970,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R107971,C57971,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R107972,C57972,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R107973,C57973,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R107974,C57974,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R107975,C57975,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R107976,C57976,Claim,3,Neutral,"It worked as expected, no major issues."
R107977,C57977,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R107978,C57978,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R107979,C57979,Customer Support,4,Positive,Exceptional support and very friendly team.
R107980,C57980,Claim,3,Neutral,"Not bad, but could be more responsive."
R107981,C57981,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107982,C57982,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R107983,C57983,Policy Purchase,1,Negative,Very poor service. No response for days.
R107984,C57984,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R107985,C57985,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R107986,C57986,Claim,1,Negative,I had a frustrating experience with customer care.
R107987,C57987,Claim,1,Negative,Unfriendly staff and long hold times.
R107988,C57988,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R107989,C57989,Claim,4,Positive,Exceptional support and very friendly team.
R107990,C57990,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R107991,C57991,Customer Support,3,Neutral,Communication was average.
R107992,C57992,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R107993,C57993,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R107994,C57994,Customer Support,2,Negative,Very poor service. No response for days.
R107995,C57995,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R107996,C57996,Claim,1,Negative,The policy terms were misleading and confusing.
R107997,C57997,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R107998,C57998,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R107999,C57999,Customer Support,2,Negative,Unfriendly staff and long hold times.
R108000,C58000,Claim,1,Negative,Unfriendly staff and long hold times.
R108001,C58001,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108002,C58002,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108003,C58003,Customer Support,3,Neutral,Communication was average.
R108004,C58004,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R108005,C58005,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R108006,C58006,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R108007,C58007,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R108008,C58008,Claim,3,Neutral,Communication was average.
R108009,C58009,Customer Support,2,Negative,Unfriendly staff and long hold times.
R108010,C58010,Customer Support,2,Negative,I had a frustrating experience with customer care.
R108011,C58011,Customer Support,2,Negative,Very poor service. No response for days.
R108012,C58012,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R108013,C58013,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R108014,C58014,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R108015,C58015,Claim,2,Negative,Unfriendly staff and long hold times.
R108016,C58016,Customer Support,5,Positive,Exceptional support and very friendly team.
R108017,C58017,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R108018,C58018,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R108019,C58019,Claim,5,Positive,I'm happy with the insurance product and services.
R108020,C58020,Claim,4,Positive,Exceptional support and very friendly team.
R108021,C58021,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R108022,C58022,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R108023,C58023,Claim,1,Negative,The policy terms were misleading and confusing.
R108024,C58024,Customer Support,5,Positive,Exceptional support and very friendly team.
R108025,C58025,Claim,2,Negative,I had a frustrating experience with customer care.
R108026,C58026,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R108027,C58027,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R108028,C58028,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R108029,C58029,Claim,2,Negative,Very poor service. No response for days.
R108030,C58030,Customer Support,5,Positive,I'm happy with the insurance product and services.
R108031,C58031,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R108032,C58032,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R108033,C58033,Claim,3,Neutral,"Service was okay, nothing special."
R108034,C58034,Customer Support,2,Negative,Unfriendly staff and long hold times.
R108035,C58035,Customer Support,2,Negative,The policy terms were misleading and confusing.
R108036,C58036,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108037,C58037,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R108038,C58038,Customer Support,3,Neutral,Communication was average.
R108039,C58039,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R108040,C58040,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R108041,C58041,Customer Support,3,Neutral,"Service was okay, nothing special."
R108042,C58042,Customer Support,3,Neutral,Communication was average.
R108043,C58043,Customer Support,1,Negative,Unfriendly staff and long hold times.
R108044,C58044,Policy Purchase,3,Neutral,Communication was average.
R108045,C58045,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R108046,C58046,Customer Support,1,Negative,I had a frustrating experience with customer care.
R108047,C58047,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R108048,C58048,Claim,1,Negative,Unfriendly staff and long hold times.
R108049,C58049,Claim,5,Positive,Exceptional support and very friendly team.
R108050,C58050,Claim,1,Negative,I had a frustrating experience with customer care.
R108051,C58051,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R108052,C58052,Claim,1,Negative,Unfriendly staff and long hold times.
