Customer_ID,Age,Gender,Location,Income Level,Number of Active Policies,Total Premium Paid,Claim Frequency,Policy Upgrades,Occupation,Coverage Amount,Policy Type
CUST12256,20,Female,Suburban,Low,1,20057.41,1,0,Self-Employed,502000.0,Health
CUST12257,18,Female,Urban,Medium,1,26718.01,0,0,Self-Employed,448000.0,Auto
CUST12258,61,Female,Urban,Medium,2,21883.36,1,1,Business Owner,465000.0,Auto
CUST12259,72,Male,Urban,Low,2,43325.58,0,1,Self-Employed,348000.0,Health
CUST12260,32,Female,Suburban,Medium,5,19912.74,3,1,Salaried,600000.0,Auto
CUST12261,64,Male,Urban,Low,0,14773.64,1,2,Retired,263000.0,Life
CUST12262,38,Female,Suburban,High,1,17298.77,1,0,Salaried,474000.0,Health
CUST12263,63,Female,Suburban,Low,2,6242.35,1,1,Self-Employed,441000.0,Health
CUST12264,48,Male,Urban,High,2,20662.84,1,1,Self-Employed,761000.0,Auto
CUST12265,24,Male,Urban,Low,3,26322.37,1,1,Self-Employed,612000.0,Health
CUST12266,34,Male,Rural,Low,2,22760.79,3,1,Business Owner,630000.0,Health
CUST12267,73,Male,Urban,Medium,4,13971.13,1,0,Retired,494000.0,Property
CUST12268,36,Female,Urban,Medium,2,11648.41,4,0,Salaried,517000.0,Life
CUST12269,56,Female,Urban,Low,2,40467.81,0,1,Retired,50000.0,Health
CUST12270,20,Female,Urban,Medium,1,17800.54,0,1,Salaried,836000.0,Health
CUST12271,47,Female,Rural,Low,1,20544.88,3,0,Student,531000.0,Auto
CUST12272,52,Female,Suburban,Low,3,19927.52,1,1,Self-Employed,255000.0,Auto
CUST12273,74,Female,Suburban,Medium,3,24999.87,1,2,Salaried,731000.0,Auto
CUST12274,46,Male,Suburban,Medium,4,17475.01,0,0,Salaried,270000.0,Health
CUST12275,67,Female,Suburban,Low,3,7714.41,0,2,Business Owner,319000.0,Health
CUST12276,69,Male,Rural,Low,2,17939.82,3,1,Salaried,705000.0,Health
CUST12277,71,Female,Rural,High,4,24517.48,0,1,Self-Employed,405000.0,Health
CUST12278,31,Female,Urban,Medium,2,25863.94,0,2,Business Owner,236000.0,Auto
CUST12279,52,Male,Urban,Low,1,12135.79,2,0,Business Owner,380000.0,Life
CUST12280,45,Female,Urban,Medium,2,21319.32,1,0,Salaried,619000.0,Life
CUST12281,47,Female,Rural,Medium,2,46368.3,2,0,Salaried,448000.0,Health
CUST12282,43,Male,Suburban,Low,1,29743.8,3,1,Salaried,204000.0,Health
CUST12283,24,Male,Suburban,Medium,0,31114.64,2,2,Salaried,300000.0,Auto
CUST12284,56,Female,Urban,Low,3,27920.7,1,0,Self-Employed,551000.0,Life
CUST12285,48,Male,Urban,Medium,3,19196.7,0,1,Self-Employed,451000.0,Property
CUST12286,22,Male,Suburban,High,2,30863.64,0,2,Salaried,591000.0,Life
CUST12287,52,Male,Suburban,High,1,19155.01,2,0,Salaried,410000.0,Auto
CUST12288,67,Female,Suburban,Medium,4,14019.87,2,1,Retired,909000.0,Auto
CUST12289,64,Male,Rural,High,2,13476.36,2,1,Self-Employed,533000.0,Life
CUST12290,69,Female,Urban,Medium,1,37845.67,1,0,Salaried,78000.0,Property
CUST12291,31,Male,Urban,Low,1,1000.0,0,1,Business Owner,773000.0,Health
CUST12292,53,Male,Urban,Low,6,22817.92,2,0,Salaried,672000.0,Health
CUST12293,44,Male,Urban,Low,2,33393.81,2,0,Salaried,321000.0,Auto
CUST12294,41,Male,Urban,Low,2,30415.15,0,0,Salaried,302000.0,Life
CUST12295,57,Female,Urban,Low,5,28825.16,0,1,Self-Employed,93000.0,Health
CUST12296,46,Female,Urban,Medium,0,52583.77,1,1,Salaried,71000.0,Life
CUST12297,70,Female,Urban,Low,2,12736.53,0,0,Retired,526000.0,Health
CUST12298,62,Male,Urban,Low,5,28609.27,3,2,Salaried,611000.0,Health
CUST12299,39,Male,Rural,High,2,14932.38,2,1,Student,712000.0,Property
CUST12300,25,Male,Suburban,High,4,34801.23,2,0,Salaried,955000.0,Health
CUST12301,32,Female,Rural,Low,3,25117.41,1,0,Business Owner,662000.0,Life
CUST12302,66,Male,Suburban,Low,1,21146.37,0,0,Student,758000.0,Property
CUST12303,22,Male,Rural,Medium,1,43842.93,0,1,Business Owner,100000.0,Auto
CUST12304,69,Female,Suburban,Medium,1,28412.64,1,0,Retired,294000.0,Life
CUST12305,21,Male,Rural,Medium,5,24638.56,3,1,Business Owner,239000.0,Health
CUST12306,28,Female,Urban,High,1,20481.35,1,0,Salaried,626000.0,Health
CUST12307,35,Female,Urban,Low,1,52031.25,0,2,Salaried,912000.0,Life
CUST12308,59,Female,Rural,Medium,3,29961.67,3,1,Salaried,845000.0,Auto
CUST12309,66,Male,Urban,High,0,28046.89,1,1,Retired,227000.0,Auto
CUST12310,47,Male,Urban,Low,2,33302.47,1,2,Salaried,580000.0,Health
CUST12311,32,Male,Suburban,Medium,1,31411.28,0,1,Self-Employed,387000.0,Auto
CUST12312,23,Female,Urban,Low,1,18767.76,2,1,Retired,910000.0,Life
CUST12313,72,Male,Urban,High,0,21648.66,1,2,Salaried,576000.0,Life
CUST12314,70,Female,Suburban,Medium,3,24926.94,0,2,Self-Employed,585000.0,Auto
CUST12315,33,Female,Urban,Medium,2,19466.03,0,2,Self-Employed,351000.0,Health
CUST12316,64,Male,Urban,Low,2,20066.64,1,1,Self-Employed,294000.0,Auto
CUST12317,57,Male,Suburban,Low,0,48756.41,2,0,Salaried,578000.0,Health
CUST12318,26,Female,Urban,Medium,3,6026.66,1,1,Salaried,702000.0,Health
CUST12319,60,Female,Rural,Medium,4,23382.83,2,0,Business Owner,272000.0,Auto
CUST12320,51,Male,Urban,Medium,3,30221.77,1,1,Salaried,621000.0,Health
CUST12321,44,Male,Rural,Low,3,25436.18,3,1,Self-Employed,569000.0,Property
CUST12322,30,Female,Suburban,Low,3,16242.54,0,1,Salaried,488000.0,Life
CUST12323,53,Female,Suburban,Low,1,34394.08,1,2,Salaried,397000.0,Property
CUST12324,44,Male,Rural,High,2,11530.32,2,1,Retired,418000.0,Health
CUST12325,26,Female,Rural,Low,6,26665.34,1,1,Business Owner,596000.0,Auto
CUST12326,22,Male,Urban,Medium,3,27476.35,3,0,Salaried,50000.0,Auto
CUST12327,68,Male,Urban,High,1,18765.56,1,0,Salaried,317000.0,Health
CUST12328,39,Female,Urban,Medium,2,30281.05,2,2,Student,594000.0,Property
CUST12329,48,Female,Suburban,Low,1,29805.85,1,0,Retired,752000.0,Health
CUST12330,20,Male,Suburban,High,0,16634.83,1,0,Business Owner,569000.0,Life
CUST12331,47,Female,Suburban,Low,4,1000.0,2,0,Salaried,529000.0,Health
CUST12332,38,Male,Rural,Medium,2,22519.95,2,1,Business Owner,788000.0,Life
CUST12333,52,Female,Urban,High,0,1806.41,0,0,Student,426000.0,Auto
CUST12334,23,Female,Urban,Medium,4,40613.34,0,1,Salaried,507000.0,Health
CUST12335,45,Female,Rural,Low,3,10874.0,2,2,Salaried,235000.0,Life
CUST12336,49,Female,Suburban,Low,5,23099.74,0,2,Self-Employed,231000.0,Auto
CUST12337,59,Male,Urban,High,2,24268.33,0,1,Salaried,592000.0,Health
CUST12338,54,Male,Urban,Low,3,24477.59,1,1,Self-Employed,677000.0,Health
CUST12339,42,Male,Urban,Low,3,27604.82,0,0,Salaried,154000.0,Health
CUST12340,49,Female,Urban,Medium,1,16176.24,0,1,Retired,202000.0,Life
CUST12341,52,Male,Rural,Medium,4,31232.64,0,1,Salaried,866000.0,Health
CUST12342,39,Female,Urban,Medium,1,28759.1,4,1,Salaried,463000.0,Auto
CUST12343,41,Female,Suburban,Low,1,37627.85,2,2,Salaried,998000.0,Health
CUST12344,56,Male,Suburban,Low,1,24821.84,1,0,Salaried,416000.0,Life
CUST12345,71,Male,Suburban,Medium,0,25329.91,2,1,Self-Employed,726000.0,Property
CUST12346,47,Female,Suburban,High,2,34346.27,1,1,Retired,528000.0,Life
CUST12347,67,Female,Suburban,Low,2,15363.85,1,1,Retired,743000.0,Auto
CUST12348,49,Female,Suburban,High,5,18647.36,2,2,Self-Employed,511000.0,Auto
CUST12349,48,Female,Urban,Low,3,12475.98,2,2,Salaried,478000.0,Life
CUST12350,40,Female,Rural,Low,2,32992.46,1,2,Salaried,387000.0,Health
CUST12351,57,Female,Urban,Low,3,31595.47,1,2,Salaried,216000.0,Life
CUST12352,50,Male,Suburban,Medium,4,37548.52,1,2,Retired,804000.0,Auto
CUST12353,42,Male,Urban,Medium,2,24385.37,1,1,Self-Employed,524000.0,Life
CUST12354,53,Female,Suburban,Low,1,23424.9,2,1,Salaried,647000.0,Life
CUST12355,41,Male,Suburban,Low,1,19983.92,1,0,Self-Employed,813000.0,Health
CUST12356,48,Male,Urban,Medium,1,15591.3,1,2,Salaried,363000.0,Auto
CUST12357,56,Male,Urban,Low,1,28911.27,1,2,Self-Employed,335000.0,Auto
CUST12358,63,Male,Rural,Medium,2,11081.48,2,0,Student,555000.0,Health
CUST12359,30,Male,Rural,Medium,2,20935.15,0,2,Salaried,900000.0,Life
CUST12360,27,Male,Urban,Low,0,33727.34,2,0,Retired,696000.0,Health
CUST12361,40,Male,Suburban,Medium,2,16633.27,4,1,Salaried,813000.0,Life
CUST12362,35,Male,Suburban,High,3,25016.64,1,0,Self-Employed,752000.0,Health
CUST12363,49,Female,Urban,Medium,3,7066.42,0,1,Retired,233000.0,Health
CUST12364,50,Male,Urban,Medium,0,21796.37,0,1,Business Owner,819000.0,Property
CUST12365,53,Female,Rural,High,4,23134.81,2,1,Self-Employed,130000.0,Health
CUST12366,45,Male,Suburban,Medium,1,35172.5,2,1,Salaried,648000.0,Auto
CUST12367,33,Female,Urban,Medium,1,18536.04,2,1,Salaried,538000.0,Auto
CUST12368,33,Female,Urban,Low,1,22425.32,2,1,Salaried,594000.0,Auto
CUST12369,35,Male,Rural,Low,1,30359.51,0,1,Business Owner,964000.0,Property
CUST12370,25,Female,Rural,Medium,3,17642.03,2,3,Salaried,511000.0,Property
CUST12371,59,Male,Urban,Low,1,20089.07,0,0,Retired,406000.0,Life
CUST12372,33,Male,Urban,Medium,4,28577.72,1,1,Retired,408000.0,Auto
CUST12373,72,Male,Urban,Medium,2,18659.89,1,2,Self-Employed,526000.0,Auto
CUST12374,73,Male,Urban,High,0,14631.97,1,1,Salaried,594000.0,Property
CUST12375,28,Female,Suburban,Low,1,16529.47,1,1,Salaried,480000.0,Auto
CUST12376,23,Male,Urban,Low,1,34810.95,1,1,Retired,508000.0,Health
CUST12377,18,Female,Rural,Medium,2,24728.44,1,1,Salaried,214000.0,Life
CUST12378,29,Female,Rural,Low,1,9570.35,1,0,Business Owner,555000.0,Life
CUST12379,74,Male,Rural,Low,3,21949.5,2,3,Self-Employed,378000.0,Auto
CUST12380,55,Female,Rural,Low,1,17653.3,3,0,Student,529000.0,Health
CUST12381,45,Female,Suburban,Medium,2,16730.03,1,1,Salaried,478000.0,Health
CUST12382,62,Female,Urban,Medium,2,30658.4,1,3,Self-Employed,495000.0,Property
CUST12383,34,Male,Urban,Low,1,20777.15,2,0,Salaried,710000.0,Property
CUST12384,18,Female,Urban,Low,3,12462.31,1,1,Student,401000.0,Auto
CUST12385,49,Male,Suburban,Medium,2,30285.57,0,0,Salaried,558000.0,Health
CUST12386,25,Male,Urban,Medium,1,25373.78,0,2,Salaried,275000.0,Property
CUST12387,71,Male,Rural,Medium,1,22816.45,0,2,Business Owner,235000.0,Auto
CUST12388,57,Male,Suburban,High,2,27596.41,2,1,Salaried,562000.0,Property
CUST12389,73,Female,Urban,High,1,44018.52,1,0,Self-Employed,50000.0,Auto
CUST12390,60,Female,Urban,High,0,28247.84,1,2,Student,367000.0,Life
CUST12391,63,Female,Rural,Low,0,45482.2,1,0,Student,311000.0,Auto
CUST12392,41,Male,Rural,Medium,1,6642.19,0,2,Self-Employed,419000.0,Health
CUST12393,27,Male,Urban,High,4,25170.74,1,2,Self-Employed,446000.0,Life
CUST12394,64,Male,Urban,High,0,18654.64,1,0,Self-Employed,602000.0,Auto
CUST12395,56,Female,Urban,Low,0,9775.75,1,0,Salaried,606000.0,Property
CUST12396,56,Male,Urban,High,3,22770.0,0,0,Salaried,579000.0,Health
CUST12397,27,Female,Suburban,Medium,1,12548.08,1,2,Self-Employed,371000.0,Health
CUST12398,53,Female,Urban,High,1,25907.93,0,2,Self-Employed,389000.0,Auto
CUST12399,42,Male,Urban,Medium,2,29629.75,0,1,Retired,346000.0,Auto
CUST12400,67,Male,Urban,Medium,3,23350.47,2,1,Self-Employed,254000.0,Health
CUST12401,74,Female,Rural,Low,3,19496.86,1,1,Business Owner,674000.0,Property
CUST12402,27,Female,Urban,Low,0,25069.35,1,1,Salaried,643000.0,Health
CUST12403,36,Male,Urban,Medium,3,36857.79,2,0,Self-Employed,140000.0,Life
CUST12404,63,Male,Urban,Medium,0,17090.62,0,0,Self-Employed,412000.0,Health
CUST12405,62,Male,Urban,Medium,2,11173.19,2,1,Salaried,600000.0,Health
CUST12406,32,Male,Suburban,Medium,2,27108.1,1,3,Salaried,280000.0,Auto
CUST12407,33,Female,Urban,Medium,0,27625.68,0,0,Student,676000.0,Health
CUST12408,19,Male,Urban,Medium,3,39028.03,1,1,Salaried,502000.0,Property
CUST12409,46,Female,Rural,Medium,1,36328.08,0,1,Business Owner,586000.0,Property
CUST12410,21,Male,Rural,Low,1,28812.43,4,1,Self-Employed,399000.0,Auto
CUST12411,70,Male,Urban,Low,6,19569.1,3,0,Self-Employed,442000.0,Health
CUST12412,67,Female,Urban,Medium,1,37294.38,2,0,Student,301000.0,Auto
CUST12413,46,Male,Suburban,Low,2,28491.24,1,1,Salaried,677000.0,Health
CUST12414,48,Female,Urban,Medium,1,37435.54,3,1,Salaried,477000.0,Health
CUST12415,34,Male,Suburban,Medium,3,20375.49,0,1,Self-Employed,512000.0,Health
CUST12416,27,Female,Urban,Medium,1,28921.96,1,0,Self-Employed,356000.0,Health
CUST12417,44,Female,Urban,Medium,4,14372.2,2,2,Salaried,678000.0,Property
CUST12418,70,Female,Rural,Medium,0,20298.18,1,1,Business Owner,550000.0,Auto
CUST12419,58,Male,Urban,Medium,3,20701.45,1,1,Self-Employed,474000.0,Health
CUST12420,32,Female,Urban,Medium,2,14629.28,1,0,Salaried,638000.0,Life
CUST12421,61,Female,Rural,Low,3,24902.72,1,2,Salaried,529000.0,Health
CUST12422,48,Male,Urban,Medium,1,20433.2,0,0,Salaried,430000.0,Health
CUST12423,38,Female,Rural,Medium,2,41393.26,1,0,Self-Employed,199000.0,Health
CUST12424,58,Female,Urban,Medium,2,27082.86,2,1,Self-Employed,444000.0,Auto
CUST12425,63,Male,Urban,High,7,26615.15,1,1,Self-Employed,534000.0,Health
CUST12426,62,Male,Urban,Medium,2,34459.87,0,0,Self-Employed,408000.0,Property
CUST12427,43,Male,Urban,Low,4,30332.76,2,0,Salaried,879000.0,Health
CUST12428,55,Female,Suburban,Medium,1,36079.74,1,0,Salaried,769000.0,Health
CUST12429,68,Female,Suburban,Medium,5,18285.75,1,1,Salaried,379000.0,Health
CUST12430,53,Female,Urban,Medium,3,18797.26,0,1,Salaried,784000.0,Life
CUST12431,69,Male,Urban,Medium,1,17122.72,0,0,Salaried,495000.0,Health
CUST12432,34,Male,Suburban,Low,3,22388.62,0,1,Self-Employed,271000.0,Property
CUST12433,68,Female,Urban,Medium,0,33585.28,1,1,Salaried,313000.0,Health
CUST12434,20,Female,Suburban,Low,2,23514.55,0,0,Salaried,491000.0,Health
CUST12435,31,Male,Suburban,Low,2,18317.97,0,3,Salaried,50000.0,Property
CUST12436,66,Female,Urban,Low,5,13975.52,2,0,Self-Employed,495000.0,Auto
CUST12437,30,Female,Urban,Low,2,28272.7,2,0,Salaried,111000.0,Auto
CUST12438,58,Male,Suburban,Medium,3,22332.29,0,0,Retired,415000.0,Life
CUST12439,44,Female,Rural,Medium,1,16312.28,0,0,Student,750000.0,Life
CUST12440,18,Male,Suburban,Medium,2,35958.59,0,0,Retired,662000.0,Health
CUST12441,74,Female,Urban,Medium,1,27644.36,2,1,Salaried,452000.0,Life
CUST12442,34,Female,Rural,Low,5,24528.64,0,1,Self-Employed,397000.0,Auto
CUST12443,65,Female,Suburban,Medium,4,32550.3,1,1,Business Owner,437000.0,Health
CUST12444,67,Female,Urban,Medium,3,38944.44,2,1,Salaried,715000.0,Property
CUST12445,51,Male,Suburban,Medium,1,23668.37,1,2,Salaried,581000.0,Life
CUST12446,31,Male,Urban,High,0,15454.01,0,2,Salaried,386000.0,Property
CUST12447,71,Female,Urban,Medium,1,18567.53,1,0,Retired,629000.0,Auto
CUST12448,72,Female,Urban,Low,3,48364.13,2,0,Student,679000.0,Life
CUST12449,34,Female,Rural,High,4,18297.13,2,2,Student,674000.0,Auto
CUST12450,20,Male,Urban,Low,2,37284.12,2,0,Salaried,350000.0,Auto
CUST12451,51,Female,Suburban,High,2,26790.78,1,3,Salaried,414000.0,Health
CUST12452,57,Male,Rural,Low,2,31395.05,1,0,Student,554000.0,Life
CUST12453,42,Male,Urban,Low,1,14296.06,1,1,Business Owner,513000.0,Auto
CUST12454,19,Female,Urban,Medium,0,4488.59,2,1,Retired,521000.0,Auto
CUST12455,51,Male,Urban,Low,3,32216.17,0,2,Self-Employed,414000.0,Auto
CUST12456,43,Male,Urban,Medium,4,41466.82,0,0,Salaried,644000.0,Property
CUST12457,48,Male,Rural,Low,3,22640.03,1,0,Self-Employed,290000.0,Life
CUST12458,26,Male,Urban,Medium,1,2102.49,1,1,Retired,295000.0,Property
CUST12459,47,Male,Urban,Low,2,16071.29,1,0,Salaried,546000.0,Life
CUST12460,37,Male,Urban,High,1,26402.33,1,2,Salaried,497000.0,Life
CUST12461,38,Male,Urban,Medium,0,24524.52,1,0,Student,403000.0,Property
CUST12462,46,Male,Urban,Medium,1,32325.48,2,0,Salaried,360000.0,Health
CUST12463,42,Male,Urban,Medium,0,16904.78,1,1,Salaried,614000.0,Life
CUST12464,55,Male,Urban,Medium,2,1039.87,0,0,Salaried,676000.0,Health
CUST12465,61,Male,Urban,Low,1,25196.72,0,1,Salaried,406000.0,Health
CUST12466,42,Female,Urban,Medium,1,1000.0,4,2,Salaried,333000.0,Health
CUST12467,26,Male,Rural,High,0,35840.61,0,0,Business Owner,664000.0,Health
CUST12468,56,Female,Urban,Medium,5,32655.97,0,1,Business Owner,434000.0,Property
CUST12469,61,Female,Suburban,High,1,13005.22,2,1,Self-Employed,572000.0,Life
CUST12470,43,Female,Urban,Low,2,22374.21,2,2,Business Owner,344000.0,Property
CUST12471,74,Female,Rural,Medium,3,32805.09,0,0,Retired,486000.0,Health
CUST12472,54,Male,Urban,Low,0,17748.35,1,0,Retired,422000.0,Auto
CUST12473,33,Male,Rural,Medium,1,35169.42,3,0,Business Owner,412000.0,Health
CUST12474,54,Male,Rural,Medium,2,25518.56,0,1,Retired,253000.0,Auto
CUST12475,29,Female,Rural,Medium,3,43571.63,0,0,Salaried,613000.0,Auto
CUST12476,41,Male,Suburban,Low,1,19544.38,1,0,Salaried,234000.0,Auto
CUST12477,43,Female,Suburban,High,1,35459.42,3,2,Salaried,786000.0,Property
CUST12478,37,Female,Rural,High,1,21530.84,1,0,Self-Employed,977000.0,Health
CUST12479,26,Female,Suburban,Medium,2,28707.17,1,1,Retired,889000.0,Auto
CUST12480,40,Female,Suburban,High,2,10930.6,1,1,Retired,755000.0,Health
CUST12481,56,Male,Urban,High,2,46794.28,3,1,Self-Employed,894000.0,Life
CUST12482,46,Female,Urban,High,0,11960.73,0,0,Self-Employed,559000.0,Health
CUST12483,48,Male,Suburban,Medium,2,28313.28,0,0,Self-Employed,404000.0,Health
CUST12484,36,Male,Urban,Low,3,35943.64,0,0,Retired,890000.0,Health
CUST12485,37,Female,Urban,Low,1,30947.25,0,0,Self-Employed,481000.0,Health
CUST12486,40,Male,Urban,High,0,37353.07,2,1,Salaried,280000.0,Health
CUST12487,60,Female,Suburban,Medium,2,35597.39,0,0,Salaried,745000.0,Health
CUST12488,44,Female,Urban,Medium,0,34006.89,2,0,Student,682000.0,Auto
CUST12489,47,Male,Suburban,Low,1,41830.91,0,0,Retired,511000.0,Health
CUST12490,38,Male,Urban,Medium,1,35359.7,2,0,Retired,555000.0,Health
CUST12491,61,Male,Urban,Low,2,28661.25,0,0,Self-Employed,765000.0,Auto
CUST12492,52,Male,Suburban,Medium,0,23027.34,1,0,Self-Employed,432000.0,Auto
CUST12493,66,Male,Urban,Low,4,20316.58,0,0,Business Owner,655000.0,Auto
CUST12494,24,Female,Urban,Medium,0,29647.07,3,1,Retired,445000.0,Auto
CUST12495,39,Male,Suburban,High,1,20053.87,0,1,Salaried,210000.0,Health
CUST12496,27,Male,Rural,Medium,1,38721.93,0,0,Salaried,490000.0,Auto
CUST12497,40,Female,Urban,High,0,28768.89,3,1,Salaried,550000.0,Auto
CUST12498,32,Female,Urban,Medium,1,22674.32,0,2,Salaried,364000.0,Health
CUST12499,47,Female,Suburban,Low,1,41501.8,2,2,Retired,803000.0,Health
CUST12500,51,Male,Urban,Medium,1,26616.81,2,1,Salaried,451000.0,Auto
CUST12501,30,Female,Urban,High,0,20439.03,0,1,Salaried,480000.0,Life
CUST12502,21,Female,Urban,Low,2,32399.29,1,1,Retired,386000.0,Health
CUST12503,35,Female,Urban,Medium,3,29811.19,0,0,Student,215000.0,Health
CUST12504,73,Male,Urban,Medium,1,33450.04,0,1,Self-Employed,320000.0,Health
CUST12505,40,Male,Urban,Medium,1,16747.43,2,1,Salaried,453000.0,Auto
CUST12506,50,Female,Suburban,Low,1,24602.04,1,2,Salaried,490000.0,Property
CUST12507,51,Male,Urban,Medium,2,33721.68,0,0,Salaried,683000.0,Life
CUST12508,51,Male,Urban,High,2,24683.67,1,1,Self-Employed,620000.0,Life
CUST12509,53,Male,Suburban,Low,2,25853.32,1,0,Self-Employed,809000.0,Health
CUST12510,52,Female,Rural,Medium,1,27336.17,0,2,Salaried,573000.0,Auto
CUST12511,34,Female,Urban,Medium,3,36056.28,0,0,Self-Employed,540000.0,Life
CUST12512,45,Female,Urban,High,4,7970.7,0,0,Salaried,742000.0,Auto
CUST12513,31,Female,Urban,Medium,2,20692.03,2,1,Salaried,607000.0,Property
CUST12514,51,Female,Suburban,Medium,0,45055.09,0,1,Self-Employed,567000.0,Auto
CUST12515,65,Male,Urban,High,1,22135.08,0,0,Self-Employed,336000.0,Property
CUST12516,28,Male,Urban,Medium,2,35948.97,2,2,Salaried,696000.0,Auto
CUST12517,74,Female,Suburban,High,0,32102.03,1,0,Retired,631000.0,Life
CUST12518,30,Male,Rural,Medium,2,37100.1,2,0,Salaried,660000.0,Auto
CUST12519,50,Female,Suburban,Medium,2,31992.15,2,1,Salaried,323000.0,Auto
CUST12520,74,Male,Rural,Low,2,23725.49,1,0,Self-Employed,554000.0,Health
CUST12521,72,Male,Suburban,High,2,20940.67,1,1,Self-Employed,501000.0,Health
CUST12522,19,Female,Suburban,Medium,1,12786.62,1,1,Student,357000.0,Health
CUST12523,51,Female,Urban,Medium,2,30579.99,0,0,Salaried,367000.0,Auto
CUST12524,70,Male,Urban,Medium,3,20570.03,3,2,Salaried,457000.0,Auto
CUST12525,46,Male,Suburban,Medium,2,28624.23,3,1,Salaried,580000.0,Health
CUST12526,54,Female,Rural,Medium,0,5002.23,0,0,Salaried,327000.0,Auto
CUST12527,21,Male,Rural,Medium,1,26126.38,2,0,Salaried,478000.0,Auto
CUST12528,29,Female,Urban,Low,1,33355.95,0,0,Student,763000.0,Health
CUST12529,43,Female,Suburban,Medium,5,15388.26,1,0,Salaried,708000.0,Auto
CUST12530,45,Female,Urban,High,1,16311.43,1,1,Student,477000.0,Health
CUST12531,20,Male,Suburban,High,6,37204.97,1,1,Salaried,719000.0,Health
CUST12532,37,Female,Suburban,High,1,38421.21,0,1,Salaried,846000.0,Property
CUST12533,27,Female,Urban,Low,1,23592.24,1,2,Salaried,566000.0,Life
CUST12534,69,Female,Rural,Medium,2,21751.5,1,0,Self-Employed,313000.0,Auto
CUST12535,35,Female,Suburban,Low,1,21379.51,2,0,Self-Employed,607000.0,Life
CUST12536,70,Male,Suburban,Medium,0,38703.68,0,1,Self-Employed,373000.0,Health
CUST12537,70,Female,Urban,Low,2,27141.65,0,0,Retired,574000.0,Health
CUST12538,70,Female,Urban,Medium,0,31938.9,0,0,Self-Employed,575000.0,Life
CUST12539,44,Male,Rural,Medium,0,33852.09,0,1,Retired,578000.0,Life
CUST12540,48,Female,Rural,Low,4,8144.78,0,1,Salaried,859000.0,Auto
CUST12541,44,Female,Suburban,Low,4,33972.68,1,0,Salaried,542000.0,Property
CUST12542,59,Female,Urban,Medium,1,33599.64,0,0,Business Owner,261000.0,Life
CUST12543,18,Female,Urban,Low,3,20307.32,1,0,Self-Employed,325000.0,Life
CUST12544,23,Male,Urban,Medium,2,49615.55,1,2,Retired,453000.0,Property
CUST12545,28,Male,Urban,Medium,1,16615.97,1,0,Self-Employed,535000.0,Auto
CUST12546,51,Male,Urban,Medium,0,29601.67,2,1,Student,486000.0,Health
CUST12547,56,Male,Suburban,High,3,23521.79,0,1,Retired,420000.0,Auto
CUST12548,37,Male,Suburban,Low,1,14669.77,1,2,Salaried,405000.0,Auto
CUST12549,70,Male,Suburban,Medium,1,7657.88,0,1,Salaried,390000.0,Property
CUST12550,38,Female,Urban,Medium,0,18380.69,1,1,Retired,210000.0,Auto
CUST12551,38,Male,Rural,Medium,1,5181.91,3,2,Student,557000.0,Life
CUST12552,35,Female,Rural,Medium,3,11386.19,2,2,Salaried,547000.0,Health
CUST12553,38,Female,Urban,Low,0,10037.8,2,1,Salaried,312000.0,Health
CUST12554,36,Male,Urban,High,3,10880.42,1,1,Student,339000.0,Life
CUST12555,21,Female,Urban,High,3,21969.8,0,1,Self-Employed,143000.0,Auto
CUST12556,30,Female,Suburban,High,5,36992.59,1,0,Salaried,622000.0,Auto
CUST12557,35,Female,Rural,Medium,1,16430.79,2,1,Student,558000.0,Life
CUST12558,69,Male,Urban,Medium,2,31076.59,1,1,Salaried,637000.0,Auto
CUST12559,46,Female,Urban,High,3,24037.98,1,2,Salaried,605000.0,Auto
CUST12560,42,Male,Urban,Medium,2,32598.3,0,0,Self-Employed,623000.0,Health
CUST12561,73,Male,Suburban,Low,3,24333.52,1,0,Salaried,705000.0,Life
CUST12562,30,Female,Urban,Medium,1,32644.12,0,1,Self-Employed,716000.0,Property
CUST12563,44,Male,Rural,Medium,2,20631.4,1,2,Salaried,586000.0,Life
CUST12564,36,Female,Rural,Medium,3,17102.69,1,1,Retired,819000.0,Life
CUST12565,66,Male,Rural,Medium,0,27075.74,0,0,Salaried,573000.0,Property
CUST12566,18,Male,Urban,Low,2,23350.39,1,1,Salaried,723000.0,Auto
CUST12567,55,Male,Urban,Low,1,23653.08,1,1,Salaried,401000.0,Auto
CUST12568,36,Male,Urban,Medium,1,51986.76,3,2,Business Owner,278000.0,Auto
CUST12569,69,Female,Urban,Medium,5,30455.03,1,1,Salaried,692000.0,Life
CUST12570,18,Male,Rural,Medium,2,39923.64,0,1,Salaried,273000.0,Property
CUST12571,57,Female,Rural,Medium,2,23246.73,2,0,Retired,551000.0,Health
CUST12572,34,Female,Urban,Medium,1,25246.47,0,2,Salaried,359000.0,Life
CUST12573,38,Female,Rural,Medium,3,27118.01,0,0,Self-Employed,624000.0,Life
CUST12574,39,Female,Suburban,Medium,1,27833.8,0,1,Salaried,411000.0,Health
CUST12575,32,Male,Urban,Medium,0,25231.38,4,1,Retired,789000.0,Health
CUST12576,67,Male,Suburban,Medium,1,39176.56,0,2,Salaried,506000.0,Life
CUST12577,56,Female,Urban,Medium,2,21817.87,0,0,Self-Employed,780000.0,Health
